UniProtID,degree,betweenness_centrality,clustering_coefficent
O95754,2,2.612091812223012e-06,0.0
O95757,37,0.00011471613089107813,0.057057057057057055
O95751,33,0.00016452764119138274,0.0625
O95750,2,2.7439460362877017e-08,0.0
Q8TD57,1,0.0,0.0
Q6UY11,3,2.408051636365498e-06,0.6666666666666666
O95759,3,4.625793288772423e-06,0.0
P30559,4,1.7892104266948816e-06,0.0
Q6UY14,19,5.890238522323438e-05,0.05263157894736842
Q8N394,3,1.3810307802932935e-06,0.0
Q9BWH6,42,0.00010109227949612136,0.07200929152148665
Q8NHV9,2,1.1192940532652457e-07,0.0
Q9BWH2,13,3.363480933622743e-05,0.0
Q8NHV4,4,9.783664204115974e-07,0.0
Q8NHV1,1,0.0,0.0
Q6TDP4,1,0.0,0.0
O75069,5,3.2956426101410814e-06,0.3
