UniProtID,degree,betweenness_centrality,clustering_coefficent
O95759,3,5.899886228252658e-06,0.0
P30559,4,2.152737565090904e-06,0.0
Q6UY14,19,7.115135296793965e-05,0.05263157894736842
Q8N394,3,1.75522985646639e-06,0.0
Q9BWH6,42,8.73614500856013e-05,0.07200929152148665
Q8NHV9,2,1.4311408499665746e-07,0.0
Q9BWH2,13,4.268734536929847e-05,0.0
Q8NHV4,4,1.220298362476118e-06,0.0
P23975,4,1.0692355878905079e-06,0.16666666666666666
Q6TDP4,1,0.0,0.0
O75069,5,3.271773870526748e-06,0.3
Q9C0J9,10,6.537363167887365e-07,0.4
Q9C0J8,34,4.374929315873642e-05,0.14795008912655971
Q10587,1,0.0,0.0
P05015,2,3.973513265060906e-06,0.0
Q10589,9,3.4304026729738077e-06,0.1388888888888889
Q10588,2,3.072290734614372e-07,0.0
Q9C0J1,3,6.193866062464223e-06,0.0
P05019,14,9.02530934048538e-05,0.054945054945054944
Q68DK2,3,5.314479119510287e-07,0.0
Q96J42,2,5.582730857180166e-06,0.0
O00268,40,0.00013332530251995478,0.2794871794871795
O00267,77,0.0002448950523174397,0.09432672590567327
O00264,38,8.514128678816298e-05,0.08819345661450925
P08865,155,0.0010107704144769886,0.26585672392124005
P33947,5,2.2557493827694314e-05,0.1
O60245,6,9.050421483391196e-06,0.0
Q9H2K0,2,8.792604428912328e-08,0.0
Q7Z3Z4,2,0.0,1.0
Q9H2K8,9,9.96278861937546e-06,0.2777777777777778
Q9NQ55,14,2.578933345446222e-05,0.2087912087912088
P56559,2,3.6548909783245064e-06,0.0
Q9NQ50,33,2.7633629818284993e-05,0.19696969696969696
P80075,7,2.4005399918863256e-06,0.047619047619047616
P81408,2,3.3136238575747684e-07,0.0
Q9P219,7,1.0896121968445015e-05,0.09523809523809523
P56556,7,2.121204602124346e-05,0.0
Q9NV29,1,0.0,0.0
O60248,1,0.0,0.0
Q5QJ38,1,0.0,0.0
O95343,8,1.8116652245157459e-06,0.07142857142857142
P55061,8,4.0616271394843114e-05,0.17857142857142858
O95347,45,0.00010132818671016353,0.12828282828282828
Q9UQ26,18,0.00010115214831453285,0.0784313725490196
Q9UJ96,1,0.0,0.0
Q6PK81,2,6.786837568777247e-08,0.0
Q8IWV8,13,3.54142951984549e-06,0.05128205128205128
Q9UJ90,1,0.0,0.0
Q9H0Q3,13,5.56848825914701e-05,0.02564102564102564
P10451,85,0.0012878195434543097,0.021288515406162466
Q01113,5,3.76209553905441e-05,0.1
P60174,40,0.00018151816641066265,0.17051282051282052
P78310,10,0.00034565080902369377,0.06666666666666667
P43234,1,0.0,0.0
P43235,7,4.9840826451195425e-06,0.09523809523809523
Q49AG3,1,0.0,0.0
Q12983,15,7.13303487474131e-05,0.12380952380952381
